Run_ID,Experiment_ID,Crop_Target,Prediction_Target,Variable_Group_ID,Model_Type,Seed,Eval_Split,Fold_ID,Metric_Name,Metric_Value,Metric_Status,N_Eval,Result_Origin,Eval_Row_Hash,Aggregation
RUN_020,EXP_018,딸기,3화방 착과수,VG_Fruit_001,random_forest,,validation,,MAE,1.485376734337864,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_020,EXP_018,딸기,3화방 착과수,VG_Fruit_001,random_forest,,validation,,R2,0.5674123687566076,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_020,EXP_018,딸기,3화방 착과수,VG_Fruit_001,random_forest,,validation,,CCC,0.7353499740310437,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_025,EXP_018,딸기,3화방 착과수,VG_Fruit_001,catboost,,validation,,RMSE,1.5704615386110643,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_025,EXP_018,딸기,3화방 착과수,VG_Fruit_001,catboost,,validation,,MAE,1.1809654323458605,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_025,EXP_018,딸기,3화방 착과수,VG_Fruit_001,catboost,,validation,,R2,0.7012628159259122,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_025,EXP_018,딸기,3화방 착과수,VG_Fruit_001,catboost,,validation,,CCC,0.8061106728882896,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_022,EXP_018,딸기,3화방 착과수,VG_Fruit_001,mlp,,validation,,RMSE,1.679901125673284,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_022,EXP_018,딸기,3화방 착과수,VG_Fruit_001,mlp,,validation,,MAE,1.3032182436722977,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_022,EXP_018,딸기,3화방 착과수,VG_Fruit_001,mlp,,validation,,R2,0.6581763434119449,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_022,EXP_018,딸기,3화방 착과수,VG_Fruit_001,mlp,,validation,,CCC,0.8031141379328364,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_026,EXP_018,딸기,3화방 착과수,VG_Fruit_001,tabm,,validation,,RMSE,1.6914506107137703,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_026,EXP_018,딸기,3화방 착과수,VG_Fruit_001,tabm,,validation,,MAE,1.3525743603706362,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_026,EXP_018,딸기,3화방 착과수,VG_Fruit_001,tabm,,validation,,R2,0.6534600440969047,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_026,EXP_018,딸기,3화방 착과수,VG_Fruit_001,tabm,,validation,,CCC,0.8101532983628184,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_012,EXP_018,딸기,3화방 착과수,VG_Fruit_001,persistence,,validation,,RMSE,1.9364916731037085,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_012,EXP_018,딸기,3화방 착과수,VG_Fruit_001,persistence,,validation,,MAE,1.0192307692307692,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_012,EXP_018,딸기,3화방 착과수,VG_Fruit_001,persistence,,validation,,R2,0.5457803261064325,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_012,EXP_018,딸기,3화방 착과수,VG_Fruit_001,persistence,,validation,,CCC,0.7609843484819917,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_004,EXP_018,딸기,3화방 착과수,VG_Fruit_001,tft,,validation,,RMSE,1.534617169312416,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_004,EXP_018,딸기,3화방 착과수,VG_Fruit_001,tft,,validation,,MAE,1.2132121617977434,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_004,EXP_018,딸기,3화방 착과수,VG_Fruit_001,tft,,validation,,R2,0.7147440059323501,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_004,EXP_018,딸기,3화방 착과수,VG_Fruit_001,tft,,validation,,CCC,0.8189076984286773,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_010,EXP_031,딸기,1화방 착과수,VG_Fruit_001,tft,,test,,RMSE,1.9207343340410716,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_010,EXP_031,딸기,1화방 착과수,VG_Fruit_001,tft,,test,,MAE,1.5823603359135716,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_010,EXP_031,딸기,1화방 착과수,VG_Fruit_001,tft,,test,,R2,0.5693240075082798,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_010,EXP_031,딸기,1화방 착과수,VG_Fruit_001,tft,,test,,CCC,0.8037836574986932,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_033,EXP_031,딸기,1화방 착과수,VG_Fruit_001,persistence,,test,,RMSE,2.5090744399986518,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_033,EXP_031,딸기,1화방 착과수,VG_Fruit_001,persistence,,test,,MAE,1.75,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_033,EXP_031,딸기,1화방 착과수,VG_Fruit_001,persistence,,test,,R2,0.2650747708634829,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_033,EXP_031,딸기,1화방 착과수,VG_Fruit_001,persistence,,test,,CCC,0.6890499030513316,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_017,EXP_010,딸기,2화방 착과수,VG_Fruit_001,poisson,,test,,RMSE,1.9693411396726337,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_017,EXP_010,딸기,2화방 착과수,VG_Fruit_001,poisson,,test,,MAE,1.5789068353937028,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_017,EXP_010,딸기,2화방 착과수,VG_Fruit_001,poisson,,test,,R2,0.3296420426905087,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_017,EXP_010,딸기,2화방 착과수,VG_Fruit_001,poisson,,test,,CCC,0.4311772120660562,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_009,EXP_010,딸기,2화방 착과수,VG_Fruit_001,persistence,,test,,RMSE,2.6296185307038886,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_009,EXP_010,딸기,2화방 착과수,VG_Fruit_001,persistence,,test,,MAE,1.893617021276596,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_009,EXP_010,딸기,2화방 착과수,VG_Fruit_001,persistence,,test,,R2,-0.1952269170579026,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_009,EXP_010,딸기,2화방 착과수,VG_Fruit_001,persistence,,test,,CCC,0.4860882145140126,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_008,EXP_018,딸기,3화방 착과수,VG_Fruit_001,tft,,test,,RMSE,1.7942866296293734,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_008,EXP_018,딸기,3화방 착과수,VG_Fruit_001,tft,,test,,MAE,1.3290551089323477,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
