Category_ID,Source_Category_ID,Target_ID,Version,Status
CAT_997483fbec2c_strawberry_third_f0906a8f73_V1,CAT_997483fbec2c_V1,strawberry_third,1,frozen
CAT_b90126c51b5d_strawberry_third_49d76b5199_V1,CAT_b90126c51b5d_V1,strawberry_third,1,frozen
CAT_e5938f8193b1_strawberry_third_8b23e66065_V1,CAT_e5938f8193b1_V1,strawberry_third,1,frozen
